,latitude,longitude
Fiore d'Arancio,40.7500752,-73.9837835
Townshend,45.505012,-122.6279453
Principiano Ferdinando,44.5872682,7.9671791
Charles de Cazanove,32.7492885,-96.8263369
J. de Telmont,49.07186979999999,3.8852875
La Giaretta,45.5344364,10.9141993
M. Cosentino,41.5547169,-72.646672
Seven of Hearts,45.2943904,-123.1779395
Tommaso Bussola,45.5321024,10.9544491
Houdini,40.694155,-73.90231399999999
Seacampo,40.5025909,-7.7017427
Tempus Cellars,46.09191819999999,-118.2715797
Koenig,36.277737,-95.82376400000001
Château la Pointe,30.7258039,-91.43513709999999
L'Ostal Cazes,43.3037306,2.6425971
Glen Carlou,-33.8121313,18.9033343
Château des Karantes,43.17357610000001,3.1612202
Chateau Rollat,47.7634929,-122.1503089
Crowded House,37.3280295,-87.49973609999999
Dr. Wagner,37.09024,-95.712891
J Wilkes,34.9102496,-120.4501569
Slow Press,41.9322686,-87.7045086
Château de la Chaize,46.089248,4.6339611
Angosto,26.1122986,-97.6447122
Rivino,39.0961293,-123.1881763
Rocky Hill,41.6572525,-72.66557569999999
Casa S.M. de Tourais,40.471363,-7.751032899999999
Hayes Valley,37.7759073,-122.4245247
Le Bertille,43.1007723,11.7666485
Domaine des Terres Dorées,45.8942009,4.6623952
Vignerons des Pierres Dorées,45.9199659,4.52194
4 Cellars,30.224014,-98.72642499999999
Rabble,39.781171,-86.12425999999999
Raphael Sallet,46.503517,4.88144
SeaGlass,40.7021601,-74.0149907
Tenuta San Mauro,44.763349,8.133586
Les Collines du Bourdic,43.986258,4.334123
Citation,37.634677,-97.42409699999999
Falesco,42.65229799999999,12.244338
Filus,22.2608085,-97.8530852
La Carraia,28.4522243,-81.4899508
La Zerba,44.728889,8.7533427
Leopard's Leap,43.6822209,-71.4209113
Cantarutti,46.0490747,13.3835575
Cantine Lunae Bosoni,44.077823,10.014138
Josef Weger,46.46281,11.2832981
Martinelli,38.4874731,-122.8071272
Obrigado,38.024711,-78.002763
Tenuta Cà Bolani,45.8260183,13.3117544
Dr. Nägler,49.9809169,7.930571799999999
Alexandre Monmousseau,39.141235,-78.13156699999999
Cà Lojera,45.4518472,10.6415349
Schmitz 24 Brix,38.4641964,-120.8571033
Valley View,41.3878312,-81.6045685
Hey Mambo,36.1582348,-95.9923692
Lestonnat,44.85241,-0.619644
Château Bel-Air,46.8587443,-71.3699862
Le Prince,32.7790404,-79.9332747
Lexicon,36.0981806,-94.1566108
Ruca Malen,-33.0943589,-68.9290256
Magness,35.7022998,-91.4804118
Sivas-Sonoma,38.3006707,-122.4743729
Casal Paço Padreiro,41.7814875,-8.564648499999999
Domaine Luc et Lise Pavelot,47.0791343,4.852266699999999
Château de Vaudieu,44.0697824,4.845729
Domaine de la Janasse,35.210986,-80.81556400000001
Domaine des Croix,47.0245139,4.8445599
Domaine Nicolas Rossignol,47.0056086,4.8394549
Domaine Marc Roy,45.27907,-123.031339
Château Desmirail,45.0284878,-0.6536754000000001
Château Talbot,45.1595956,-0.7571814
Quinta de São José,41.198498,-7.494029299999999
Saffron Fields Vineyard,45.35043599999999,-123.1361301
Alpha Crucis,34.211381,-79.776027
Glaetzer,-34.5403141,138.9222331
Kevin White,36.00423079999999,-95.89111799999999
Lioco,38.6107012,-122.8691734
Maragas,44.412201,-121.1986759
Elderton,40.6950649,-79.3414291
Balderdash,42.4160033,-73.3359492
Conde Villar,37.6675865,-77.57112099999999
Domaine le Roc,43.8252481,1.3991315
Wildling,34.5962704,-120.1449401
Methven Family Vineyards,45.137959,-123.124441
Vigneti Fantinel,46.1065652,12.8367949
Zorzettig,46.049556,13.459024
Cantina San Martino,45.8939797,12.0911809
Bodega del Sur,38.13716,-120.464505
Bray,53.200903,-6.1110741
Château de L'Aumerade,43.256875,6.145012
Premius,61.5051634,23.7625255
Château Trimoulet,44.9133319,-0.1435968
Venus,30.2851533,-81.5138602
Vigil,35.163646,-89.9397035
Stone Creek,39.9475911,-86.2378616
Talus,47.5296677,-122.0688491
Windsor,36.063095,-95.8830881
Domaine de Magalanne,43.933964,4.6517333
Quo,37.4405897,-122.1572738
Binz,54.4022152,13.606025
Château du Grand Bos,44.67604799999999,-0.4653649999999999
Château Magnol,40.78593,-73.5019327
Condé,30.5744623,-88.1421953
Ecker,40.7397705,-111.5622354
Lustig,32.8933985,-97.2720926
MAD Wines,47.5795967,-122.3288352
Jacella,38.11696800000001,-122.594452
L'Amphore de Provence,43.331156,5.108495
Cottonwood Winery of Oregon,43.8041334,-120.5542012
E. Pira e Figli (Chiara Boschis),44.610032,7.940128
F.lli Trinchero,44.8023178,8.2036182
Solms-Delta,-33.8642526,18.9896097
Tre Donne,40.5790107,-122.3700544
Maroon,41.4704319,-82.00146149999999
Matua Valley,41.429393,-90.4581032
Agricola Sulin,45.0485372,8.3051968
Apollonio,48.9396894,-122.4728797
Kalaris,38.4889858,-122.4282924
Lee Family Farm,45.361756,-122.744398
Vignobles Brumont,43.6222164,-0.09944460000000001
The Calling,36.0587129,-95.86933979999999
Borgo del Tiglio,45.97567,13.457747
Mad Hatter,38.9078402,-77.04211000000001
Massimo Penna,44.6651667,8.050177399999999
Franco Conterno,44.6186455,7.9604433
Agostino Bosco,44.6352803,7.927572099999999
La Ganghija,44.6898702,8.0874351
pb,37.6679513,-95.45916439999999
Anselma,40.08118899999999,-75.644081
Robert Young,41.4680859,-90.53368449999999
Nikolaihof,48.3944289,15.5778236
Eaglepoint Ranch,44.432802,-75.9307383
Santa Cruz Mountain Vineyard,36.9590333,-122.0478487
Balthasar Ress,50.013784,8.0623044
BKB,36.661865,-94.54899999999999
Colliano,40.7241652,15.2943175
Col Solare,46.28583400000001,-119.4309828
Dyer,41.4942021,-87.52170679999999
Smith Woodhouse,38.8735082,-77.2323425
Emineo,36.114078,-115.12909
Respite,37.3478217,-95.2754794
W.S. Keyes,42.0997728,-88.52232409999999
Quady,36.93982099999999,-120.106906
Bodega Patritti,-38.964417,-68.07364
Nita,40.01646849999999,-105.2455721
Domaine de Poulvarel,43.924442,4.564312999999999
Tenuta Villa Trasqua,43.4023885,11.2481922
Domaine du Vistre,43.7115745,4.2624561
Domaine des Coteaux des Travers,44.229287,4.986206999999999
Domaine Gioulis,37.957301,22.579844
El Xamfrà,41.4090755,2.1831666
HdV,38.3257249,-122.2830894
Mayu,39.6837854,-104.9803449
Domaine du Jas d'Esclans,43.521711,6.564198999999999
Domaine Feuillat-Juillot,46.7035927,4.672065799999999
Sonoma-Loeb,38.291284,-122.457322
Sparrow Hawk,35.9383267,-94.9072944
Cooper Vineyards,37.9612414,-77.9291757
Agricola Castellana,42.62751859999999,-73.81160059999999
Valle Perdido,23.6965101,-110.1237355
Emilio's Terrace,38.4360953,-122.4038538
Finca Los Lirios,20.1563714,-87.4557262
Penns Woods,39.8475856,-75.5467496
Rued,38.6583915,-122.9247888
Gauthier,33.5309294,-111.9266981
Agrolaguna,45.227567,13.6160081
Crossroads,37.094575,-95.7099047
Il Vino dei Padri,44.9390294,8.074400899999999
Iločki Podrumi,45.22456,19.361129
Istravino,45.3253887,14.4718616
Pavillion Crossing,27.9132778,-82.3492325
Château Biac,44.70473930000001,-0.3911553
Château d'Aiguilhe,45.04939599999999,3.883158
Château Tour Grand Mayne,44.8990772,-0.1746219
La Marea,32.8560308,-96.8680852
Valle da Fonte,-23.551738,-45.611585
Grgić Vina,42.9149736,17.4052137
Simon Bize,47.0618677,4.8156561
Jawbone,37.7689205,-122.4025611
Podere San Cristoforo,42.938409,10.870757
Chateau Lettau,35.6277028,-120.689377
Sassotondo,42.641772,11.648104
Celler Pasanau,41.2659339,0.8409905
Rocca di Frassinello,42.931667,10.980062
Castello di Bolgheri,43.2339126,10.617004
Fattoria Kappa,43.3953892,10.5140765
Walter Dacon,47.1493329,-123.0643338
Castello di Bossi,37.6675865,-77.57112099999999
Castelmaure,42.938846,2.813467
Château Citran,45.0522937,-0.7472525
Château Lyonnat,44.955627,-0.07174699999999999
Château Ségur de Cabanac,40.7684892,-73.9589049
Finisterra,42.9029599,-9.2702429
First Press,33.4133004,-111.9741695
Azienda Agricola Milazzo,38.2198532,15.2404862
Mazza Chautauqua Cellars,42.30953,-79.604805
Entropy Cellars,37.6567891,-121.7594287
Amberhill,39.3291416,-77.34218489999999
Wilson Daniels,38.497637,-122.4591248
Domaine Maby,44.0137243,4.697701299999999
Mandolin,25.8159325,-80.1915717
6 Under,32.7832544,-97.273007
Batzella,43.1929104,10.5825569
Herdade do Perdigão,39.0740672,-7.3758206
Collavini,45.9956267,13.4431139
Heron,36.001511,-95.979823
Ideal Drinks,40.443082,-8.518025999999999
Marco Felluga,38.2277575,-122.2640318
Pardas,46.0402664,-74.2289854
Domaine du Pradas,43.61423449999999,-1.1279385
Vine Hill,38.0085326,-122.0960753
Alois Lageder,46.2880493,11.2104241
Colombo,6.9270786,79.861243
Jessie's Grove,38.149278,-121.341012
Prima Materia,32.753977,-117.209334
Ess & See,40.7561191,-73.9703639
Flanagan,37.09024,-95.712891
Valdelana,42.5138882,-2.6157374
Domaine de la Bastide,44.3290942,4.9220093
Ilurce,42.174917,-1.771159
Pierre Dupond,43.80821,7.096532
Otis Kenyon,46.0672671,-118.3385914
Barber,37.09024,-95.712891
Bodegas La Horra,41.746581,-3.887656999999999
Domaine de la Crillonne,43.9444014,5.0869484
Waits-Mast,37.7333046,-122.434389
Sophora,36.063267,-95.881835
Anita et André Kuhnel,46.205479,4.708914
Tsillan,47.8348235,-120.0806173
Erich & Walter Polz,39.149343,-94.55020979999999
Bottega,38.4020404,-122.36243
Antolini,41.8276539,-73.01380030000001
Two Rivers,36.9572598,-93.3541741
Zecchini,40.7941983,-73.97247999999999
Carlo Boscaini,45.5323899,10.8421249
L'Arco,37.2150207,-95.71182019999999
Palo Alto,37.4418834,-122.1430195
Savoia,43.176086,-77.56056699999999
Troublemaker by Austin Hope,35.5890723,-120.7213059
Alpha Estate,34.71599570000001,-86.6087087
Mad Crush,43.6554201,-79.4133518
Palacio del Burgo,39.141235,-78.13156699999999
Gérard Charvet,46.2132727,4.7124089
Blair,37.0381369,-95.62720709999999
Château Pierrail,44.7700763,0.2673673
Château Sainte Marie,46.4399095,-71.0163039
Château Turcaud,44.751118,-0.313319
Domaine de l'A,45.57083069999999,-75.5146089
Modus Operandi,28.0978726,-80.6111572
The Old Faithful,44.4604788,-110.8281377
Eric Ross,38.3541513,-122.5247888
Domaines Bunan,43.1757677,5.7596352
Garofoli,42.0639506,-87.6848472
Ropiteau,46.981282,4.7675699
Tres Ojos,18.4796459,-69.83442629999999
Vignobles Ravel,43.2335214,6.1886119
Iron Side,43.526279,-90.01958139999999
Broglia,44.7109163,8.7893283
Cuvée Lion d'Or,45.5254433,-73.5595385
Tiziano Mazzoni,45.609832,8.484285
Nervi,44.3837051,9.0391431
Earthworks,32.515612,-97.1618574
Ser,37.6817688,-95.4515828
Domaine Masson-Blondelet,47.2852122,2.9544066
Ofanto,41.2492432,16.039338
Mar de Viñas,32.4471032,-117.0585235
Henri Abelé,49.2492811,4.0473652
Calliope,29.6563947,-95.5106259
Château du Moulin-à-Vent,46.205148,4.724786
Domaine de Gry-Sablon,46.220319,4.671576
Domaine Dubost,46.146446,4.6181979
Casa Castillo,36.3843133,-94.1656872
Salon,37.09024,-95.712891
La Bete,46.766268,-71.288901
Pacific Echo,33.8129706,-118.3370398
Zucca,25.752864,-80.25841539999999
Alberti 154,44.0516563,-121.3144263
Cà Di Rajo,45.8118784,12.3968215
Everett Ridge,38.6106699,-122.8921192
Futura 14,41.9155379,12.4575484
Veranda,36.0603916,-95.69759499999999
Victor Vineyards,38.1386157,-121.2086161
Vineyard 511,38.570238,-122.582179
Wautoma,44.0746995,-89.287897
Mount Mary,43.07296909999999,-88.02897159999999
Nk'Mip Cellars,49.0384035,-119.4334984
Ognissole,41.1921372,16.0416686
Palamà,40.1256415,18.2056648
Howard Park,28.1528416,-82.78631589999999
Winery of Good Hope,-34.016046,18.817467
Château Grand Moulin,43.2031777,2.7643624
Château Saint-Nicolas,46.72090499999999,-71.297904
La Velona,42.87368430000001,11.5348672
Marchesato degli Aleramici,43.0098343,11.3703293
Jean-Noël Haton,49.0699611,3.8819125
Pence Ranch,34.6211389,-120.2488055
Cantine Russo,37.8766548,15.0877782
Croteaux,41.04566430000001,-72.43952139999999
Decugnano dei Barbi,42.7299142,12.2039264
Barone di Villagrande,37.7138593,15.1191485
Château des Lattes,38.7100982,-121.0859549
Château le Manoir,46.9611261,-71.0322638
Escalera,39.112127,-121.61277
Fleuron,45.5365991,-73.5076777
Campbells,36.799014,-95.9359801
Pico Madama,36.1402162,-115.2835033
Quinta de Pancas,39.0564889,-9.0322513
Napa Redwoods Estate,38.3401502,-122.4098602
Ernst Bretz,49.80316149999999,8.1932478
Stanton & Killeen,33.8028875,-117.9931203
Domaine de Nizas,43.5041114,3.3949885
Château Moulin Haut-Laroque,44.957162,-0.279422
Garzón,-34.593287,-54.5430357
Les Vignerons de Tutiac,45.2694278,-0.5184061999999999
Monte Santoccio,45.5472983,10.8980107
Château Bourron,48.340582,2.69613
Château Clairac,44.35146049999999,0.3674622
Château German,47.557574,10.7498004
Château les Guyonnet,44.5995645,-0.2307846
Predator,29.6352254,-98.806698
High Valley Vineyard,39.0462896,-122.709336
Olivier Rivière,42.42764080000001,-2.4571042
La Rata,27.0655556,-101.0861111
Barrack,40.01777269999999,-75.3266809
Ila,29.74037999999999,-95.289557
Tiamo,36.076796,-95.90511699999999
Riondo,29.30721,-94.7953761
Bodegas Borbore,-31.5471605,-68.3283036
Baby Bear,34.0224181,-118.1662091
Cape Mentelle,-33.9593632,115.038731
Montinore,45.4935149,-123.1295139
Palumbo Family Vineyards,33.5418951,-117.0346934
Styring,45.360306,-123.0744
Apothic,34.148785,-118.3427617
Villa Montignana,43.638986,11.250761
Carneros Ranch,30.5667072,-97.8866503
Robert Giraud,30.0032813,-90.21126989999999
Willow Creek,38.947303,-94.594169
Verité,42.372814,-72.498226
Icaria Creek,38.778307,-122.998813
Allora,40.754432,-73.972685
Niebaum-Coppola,38.4499223,-122.4355536
Monticello Vineyards,38.3591894,-122.3106703
Willi Brundlmayer,48.4735486,15.6646461
Château Bellevue de Tayac,45.061065,-0.7179476
Château de Malleret,44.968266,-0.640029
Château Duthil,45.0088005,-0.6456436
I Botri,42.685787,11.334154
Vision Cellars,38.5540936,-122.80959
Pierre Morey,46.9777274,4.767536499999999
Goretti,39.664131,-77.704416
Chateau Reynella,-35.09814,138.527444
Mola,38.9305714,-77.0376838
Baker Lane,38.3717957,-122.8145715
Belle Glos,38.487501,-122.449412
Candialle,43.527502,11.294527
Pietrafitta,39.2561067,16.3434358
SKN,40.7638533,-73.9921882
Clary Ranch,38.2430848,-122.7273576
Porter Family Vineyards,38.2830838,-122.2240591
Vinifera,47.3070724,-122.2253844
Pian delle Vigne,43.0192048,11.3691918
Prophet's Rock,40.5044795,-86.8516765
Jean Perrier et Fils,45.5055649,6.0035737
Casisano Tommasi,43.008397,11.496162
Bertani,46.8296891,-92.0285823
Mount Baker,48.7766868,-121.8144143
Matošević,45.1472772,13.7356111
Pierre Chainier,47.4149701,1.0166216
CUTT,35.4635622,-97.4214605
St. Rose,42.6640994,-73.78566529999999
Charbay,38.5198012,-122.5438169
Castello di Ama,43.4415968,11.3897316
Château Saint-Sernin,44.481075,1.311664
Domaine Guillaman,43.873497,0.255322
Domaine Hirsch,46.2241836,4.7149453
Fritz Windisch,39.9673566,-74.98576709999999
Millésimé,39.9508061,-75.1430228
Quinta do Mouro,38.8498367,-7.5969461
Springfield Estate,38.7834468,-77.17470329999999
Hoopla,38.8842535,-94.6412223
Icaria,37.5967227,26.1123078
James Mitchell,35.5681291,-97.51183549999999
Villa Crespia,45.609174,9.967689
Kudos,40.75444299999999,-73.994435
Cambas,30.0244577,-90.2403348
Cantina del Cerro,45.6000498,8.964099500000001
Château La Cardonne,45.3095009,-0.8832162
Valley Legend,39.9387108,-82.4026878
Vins Auvigue,46.2981686,4.7707149
Knipser,49.55218000000001,8.237681
Cayuga Ridge Estate,42.6946196,-76.7439259
Meridian,37.09024,-95.712891
Groebe,41.62659499999999,-87.854601
Capitello,44.05387899999999,-123.096034
Domaine du Castel,31.807807,35.091355
El Circulo,32.5726016,-116.6330821
Sergio,37.09024,-95.712891
Albatreti,43.0494884,11.4802771
Finca Wölffer,40.945028,-72.27747
Aquas,39.027155,-77.0769744
Marengo,42.2486332,-88.6084269
La Ciarliana,43.11487270000001,11.8179419
La Togata,42.995952,11.462603
Lula,41.927684,-87.70679400000002
Marshall Davis,30.3257556,-81.654618
Redbank,40.3470543,-74.0643065
Rocky Point,31.3268218,-113.5311843
Villa I Cipressi,43.0471812,11.4904762
California's Jewel,38.038223,-122.745346
Hermes,29.7426819,-95.45303589999999
Buzzard Tree,33.5967815,-83.8601827
Ferrari Iris & Figli,40.7716919,-73.90847149999999
Martí Fabra,42.3713278,2.98173
As Laxas,42.115769,-8.310995799999999
Château Cabezac,43.2966529,2.8699942
Château de la Grave,45.0554333,-0.5590773
Pheasant Valley Winery,45.657367,-121.5517149
Tenute Rubino,40.6300471,17.9572381
Château de Corbiac,44.8776967,0.5212308
Château Rives-Blanques,43.1155509,2.2252893
Clos des Terrasses,45.5407763,-73.62235199999999
Fogdog,37.4700767,-122.4221386
Alvaro Castro,34.1421705,-117.9787795
Oakford,40.1025463,-89.96316929999999
Chais de Méribel,45.396839,6.566576
Buttonwood Grove,42.7326916,-76.7706247
Domaine la Colombette,43.3860912,3.2184854
Hancock & Hancock,37.09024,-95.712891
M. & J-F Bertrand,37.09024,-95.712891
Villebois,45.3086764,-122.7980336
Ey,36.1551708,-95.9906587
Col Vetoraz Spumanti,45.90196270000001,12.0321322
Eno,41.891086,-87.6238676
Don Manuel Villafañe,-33.0384722,-68.6934167
Quinta de Lemos,40.5748316,-7.982385099999999
Joh. Jos. Christoffel,49.9783199,7.005829299999999
Lucie,34.035585,-118.2408758
Vicentin,-29.117591,-59.6573456
Seguin-Manuel,47.0253245,4.8456074
Paxton,40.4603125,-88.0953201
Piero Busso,44.733042,8.103417
Lazy Creek,33.9956344,-81.22157349999999
Saucelito Canyon,35.219542,-120.601319
The Walls,46.068416,-118.35605
Maloney,40.75770920000001,-73.9747795
Mercouri Estate,37.676812,21.309759
Mongioia,44.619633,6.949559000000001
Intrinsic,32.9135875,-96.63698
I Carpini,44.873495,9.032563999999999
Domaine le Renard,44.1813915,4.8879575
Bodegas y Viñedos Tábula,41.63871,-4.341912
Desert Wind,31.6484198,-106.2271678
Antier,47.8219048,-69.53631899999999
La Cheteau,49.1143535,-122.6750577
Lazy River,40.123478,-82.494277
Oregon Trails,43.5220162,-116.0831253
Oxford Landing,38.654703,-76.08502899999999
Armilla,37.1512306,-3.6167146
Uggiano,40.10923469999999,18.4572788
Vincent Sauvestre,46.9871173,4.7668328
Tenuta Chiccheri,45.5206471,11.1889655
The Magpie,43.1480501,-77.578234
Topel,41.8911631,-87.62468659999999
Abbazia Monte Oliveto,43.1757708,11.5447651
Coldstream Hills,-37.718762,145.463049
Forrest Estate,34.077737,-117.651641
Poderi del Paradiso,41.88493709999999,-87.651909
Quinta do Côtto,41.1707381,-7.8466575
Icario,43.110872,11.784521
Concadoro,39.8602474,-74.2062262
Mormoraia,43.5017856,11.0526538
Fattoria di Cinciano,43.5058093,11.1776895
Bodegas Rafael Cambra,38.781421,-0.782554
Château Faizeau,44.947058,-0.128491
Clos Larcis,43.52196780000001,-0.1496123
Mettler Family Vineyards,38.1026,-121.220021
Gassier,35.210986,-80.81556400000001
Château le Temple,40.688027,-73.969501
Poggio Stenti,42.9473435,11.4448503
Catrala,-33.197164,-71.37601699999999
Il Palazzone,43.0493546,11.4810633
Villa Pillo,43.5646485,10.9572366
Madroña,47.6139146,-122.2887424
Gunderloch,49.91474729999999,8.3438359
Heretat Montrubí,41.442386,1.608288
Sylvester,31.5307349,-83.8354542
Dutcher Crossing,38.710577,-122.9748161
Château Haut Selve,44.6595908,-0.4793319
Belasco de Baquedano,-33.1182775,-68.9167739
Bodega Privada,32.528176,-116.880773
Cicchitti,-32.91936,-68.736019
Cloudveil,40.3251522,-74.0619876
Creekside Cellars,39.6331944,-105.3180589
Domaine Billaud-Simon,47.8127128,3.8034415
Jip Jip Rocks,34.130863,-118.214039
Maverick,36.0739562,-95.8137299
Weingut Stiftung St. Nikolaus-Hospital,49.916,7.0712256
Diora,25.9877798,-80.1630725
Domaine Dozon,47.10568199999999,0.2623001
Bernard Defaix,47.8181073,3.773102599999999
Hyatt,37.09024,-95.712891
Cantina Negrar,45.5204416,10.9388597
W. Gisselbrecht,48.3227903,7.428722899999999
Clovis Point,40.957171,-72.5721058
Fjord,40.7254041,-74.00475209999999
Solar de Cambres,41.1302689,-7.796355500000001
Bodegas Hispano Suizas,39.4650021,-1.1491898
Château de Jonquieres,43.6760228,3.4747951
Destello,31.724728,-106.323197
Carbó,29.6836999,-110.957509
Quinta Monteiro de Matos,39.3697699,-8.6132058
Venture Wines,40.925456,-73.965109
WYSIWYG,44.1629184,-94.00682189999999
Pratesi,32.7950147,-96.8045899
Domaine Jean Monnier et Fils,46.9819474,4.7680918
Elio Grasso,44.596174,7.982597
